img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\1\48.png,data\6\311.png,1,demo/pair/1_6\data_1_48.npy,2,demo/pair/1_6\data_6_311.npy,0.14164912700653076
data\1\48.png,data\6\392.png,1,demo/pair/1_6\data_1_48.npy,2,demo/pair/1_6\data_6_392.npy,0.118278369307518
data\1\48.png,data\6\575.png,1,demo/pair/1_6\data_1_48.npy,2,demo/pair/1_6\data_6_575.npy,0.13648295402526855
data\1\48.png,data\6\385.png,1,demo/pair/1_6\data_1_48.npy,2,demo/pair/1_6\data_6_385.npy,0.10587450861930847
data\1\48.png,data\6\541.png,1,demo/pair/1_6\data_1_48.npy,2,demo/pair/1_6\data_6_541.npy,0.13710938394069672
data\1\27.png,data\6\311.png,1,demo/pair/1_6\data_1_27.npy,2,demo/pair/1_6\data_6_311.npy,0.10762745887041092
data\1\27.png,data\6\392.png,1,demo/pair/1_6\data_1_27.npy,2,demo/pair/1_6\data_6_392.npy,0.11392217129468918
data\1\27.png,data\6\575.png,1,demo/pair/1_6\data_1_27.npy,2,demo/pair/1_6\data_6_575.npy,0.13315586745738983
data\1\27.png,data\6\385.png,1,demo/pair/1_6\data_1_27.npy,2,demo/pair/1_6\data_6_385.npy,0.09353967756032944
data\1\27.png,data\6\541.png,1,demo/pair/1_6\data_1_27.npy,2,demo/pair/1_6\data_6_541.npy,0.1261710673570633
data\1\68.png,data\6\311.png,1,demo/pair/1_6\data_1_68.npy,2,demo/pair/1_6\data_6_311.npy,0.11668745428323746
data\1\68.png,data\6\392.png,1,demo/pair/1_6\data_1_68.npy,2,demo/pair/1_6\data_6_392.npy,0.09029614925384521
data\1\68.png,data\6\575.png,1,demo/pair/1_6\data_1_68.npy,2,demo/pair/1_6\data_6_575.npy,0.060486797243356705
data\1\68.png,data\6\385.png,1,demo/pair/1_6\data_1_68.npy,2,demo/pair/1_6\data_6_385.npy,0.061398789286613464
data\1\68.png,data\6\541.png,1,demo/pair/1_6\data_1_68.npy,2,demo/pair/1_6\data_6_541.npy,0.06617330014705658
data\1\12.png,data\6\311.png,1,demo/pair/1_6\data_1_12.npy,2,demo/pair/1_6\data_6_311.npy,0.14466893672943115
data\1\12.png,data\6\392.png,1,demo/pair/1_6\data_1_12.npy,2,demo/pair/1_6\data_6_392.npy,0.118636354804039
data\1\12.png,data\6\575.png,1,demo/pair/1_6\data_1_12.npy,2,demo/pair/1_6\data_6_575.npy,0.1322181075811386
data\1\12.png,data\6\385.png,1,demo/pair/1_6\data_1_12.npy,2,demo/pair/1_6\data_6_385.npy,0.09541435539722443
data\1\12.png,data\6\541.png,1,demo/pair/1_6\data_1_12.npy,2,demo/pair/1_6\data_6_541.npy,0.10374563932418823
data\1\18.png,data\6\311.png,1,demo/pair/1_6\data_1_18.npy,2,demo/pair/1_6\data_6_311.npy,0.10972324013710022
data\1\18.png,data\6\392.png,1,demo/pair/1_6\data_1_18.npy,2,demo/pair/1_6\data_6_392.npy,0.10387983918190002
data\1\18.png,data\6\575.png,1,demo/pair/1_6\data_1_18.npy,2,demo/pair/1_6\data_6_575.npy,0.11370101571083069
data\1\18.png,data\6\385.png,1,demo/pair/1_6\data_1_18.npy,2,demo/pair/1_6\data_6_385.npy,0.07470809668302536
data\1\18.png,data\6\541.png,1,demo/pair/1_6\data_1_18.npy,2,demo/pair/1_6\data_6_541.npy,0.11717788875102997
