img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\10\572.png,data\8\487.png,1,demo/pair/0_8\data_10_572.npy,2,demo/pair/0_8\data_8_487.npy,0.9027570486068726
data\10\572.png,data\8\367.png,1,demo/pair/0_8\data_10_572.npy,2,demo/pair/0_8\data_8_367.npy,0.8670967221260071
data\10\572.png,data\8\372.png,1,demo/pair/0_8\data_10_572.npy,2,demo/pair/0_8\data_8_372.npy,0.8762353658676147
data\10\572.png,data\8\336.png,1,demo/pair/0_8\data_10_572.npy,2,demo/pair/0_8\data_8_336.npy,0.8005666732788086
data\10\572.png,data\8\339.png,1,demo/pair/0_8\data_10_572.npy,2,demo/pair/0_8\data_8_339.npy,0.7992604970932007
data\10\641.png,data\8\487.png,1,demo/pair/0_8\data_10_641.npy,2,demo/pair/0_8\data_8_487.npy,0.8903773427009583
data\10\641.png,data\8\367.png,1,demo/pair/0_8\data_10_641.npy,2,demo/pair/0_8\data_8_367.npy,0.8486475348472595
data\10\641.png,data\8\372.png,1,demo/pair/0_8\data_10_641.npy,2,demo/pair/0_8\data_8_372.npy,0.8586564064025879
data\10\641.png,data\8\336.png,1,demo/pair/0_8\data_10_641.npy,2,demo/pair/0_8\data_8_336.npy,0.791337788105011
data\10\641.png,data\8\339.png,1,demo/pair/0_8\data_10_641.npy,2,demo/pair/0_8\data_8_339.npy,0.808375895023346
data\10\623.png,data\8\487.png,1,demo/pair/0_8\data_10_623.npy,2,demo/pair/0_8\data_8_487.npy,0.917889416217804
data\10\623.png,data\8\367.png,1,demo/pair/0_8\data_10_623.npy,2,demo/pair/0_8\data_8_367.npy,0.8934243321418762
data\10\623.png,data\8\372.png,1,demo/pair/0_8\data_10_623.npy,2,demo/pair/0_8\data_8_372.npy,0.8868851065635681
data\10\623.png,data\8\336.png,1,demo/pair/0_8\data_10_623.npy,2,demo/pair/0_8\data_8_336.npy,0.8437095880508423
data\10\623.png,data\8\339.png,1,demo/pair/0_8\data_10_623.npy,2,demo/pair/0_8\data_8_339.npy,0.8410360217094421
data\10\517.png,data\8\487.png,1,demo/pair/0_8\data_10_517.npy,2,demo/pair/0_8\data_8_487.npy,0.8798396587371826
data\10\517.png,data\8\367.png,1,demo/pair/0_8\data_10_517.npy,2,demo/pair/0_8\data_8_367.npy,0.852408766746521
data\10\517.png,data\8\372.png,1,demo/pair/0_8\data_10_517.npy,2,demo/pair/0_8\data_8_372.npy,0.8606539368629456
data\10\517.png,data\8\336.png,1,demo/pair/0_8\data_10_517.npy,2,demo/pair/0_8\data_8_336.npy,0.8812301158905029
data\10\517.png,data\8\339.png,1,demo/pair/0_8\data_10_517.npy,2,demo/pair/0_8\data_8_339.npy,0.8858838081359863
data\10\540.png,data\8\487.png,1,demo/pair/0_8\data_10_540.npy,2,demo/pair/0_8\data_8_487.npy,0.8817722797393799
data\10\540.png,data\8\367.png,1,demo/pair/0_8\data_10_540.npy,2,demo/pair/0_8\data_8_367.npy,0.8553867340087891
data\10\540.png,data\8\372.png,1,demo/pair/0_8\data_10_540.npy,2,demo/pair/0_8\data_8_372.npy,0.8551293015480042
data\10\540.png,data\8\336.png,1,demo/pair/0_8\data_10_540.npy,2,demo/pair/0_8\data_8_336.npy,0.8648132085800171
data\10\540.png,data\8\339.png,1,demo/pair/0_8\data_10_540.npy,2,demo/pair/0_8\data_8_339.npy,0.8620206117630005
