img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\5\176.png,data\6\385.png,1,demo/pair/5_6\data_5_176.npy,2,demo/pair/5_6\data_6_385.npy,0.29783472418785095
data\5\176.png,data\6\392.png,1,demo/pair/5_6\data_5_176.npy,2,demo/pair/5_6\data_6_392.npy,0.27162134647369385
data\5\176.png,data\6\540.png,1,demo/pair/5_6\data_5_176.npy,2,demo/pair/5_6\data_6_540.npy,0.23801037669181824
data\5\176.png,data\6\541.png,1,demo/pair/5_6\data_5_176.npy,2,demo/pair/5_6\data_6_541.npy,0.23718588054180145
data\5\176.png,data\6\311.png,1,demo/pair/5_6\data_5_176.npy,2,demo/pair/5_6\data_6_311.npy,0.26999056339263916
data\5\50.png,data\6\385.png,1,demo/pair/5_6\data_5_50.npy,2,demo/pair/5_6\data_6_385.npy,0.19387289881706238
data\5\50.png,data\6\392.png,1,demo/pair/5_6\data_5_50.npy,2,demo/pair/5_6\data_6_392.npy,0.16775944828987122
data\5\50.png,data\6\540.png,1,demo/pair/5_6\data_5_50.npy,2,demo/pair/5_6\data_6_540.npy,0.14552801847457886
data\5\50.png,data\6\541.png,1,demo/pair/5_6\data_5_50.npy,2,demo/pair/5_6\data_6_541.npy,0.1425425112247467
data\5\50.png,data\6\311.png,1,demo/pair/5_6\data_5_50.npy,2,demo/pair/5_6\data_6_311.npy,0.2066584676504135
data\5\63.png,data\6\385.png,1,demo/pair/5_6\data_5_63.npy,2,demo/pair/5_6\data_6_385.npy,0.22868892550468445
data\5\63.png,data\6\392.png,1,demo/pair/5_6\data_5_63.npy,2,demo/pair/5_6\data_6_392.npy,0.20383772253990173
data\5\63.png,data\6\540.png,1,demo/pair/5_6\data_5_63.npy,2,demo/pair/5_6\data_6_540.npy,0.1845560073852539
data\5\63.png,data\6\541.png,1,demo/pair/5_6\data_5_63.npy,2,demo/pair/5_6\data_6_541.npy,0.17888140678405762
data\5\63.png,data\6\311.png,1,demo/pair/5_6\data_5_63.npy,2,demo/pair/5_6\data_6_311.npy,0.22326841950416565
data\5\208.png,data\6\385.png,1,demo/pair/5_6\data_5_208.npy,2,demo/pair/5_6\data_6_385.npy,0.274525910615921
data\5\208.png,data\6\392.png,1,demo/pair/5_6\data_5_208.npy,2,demo/pair/5_6\data_6_392.npy,0.2422461360692978
data\5\208.png,data\6\540.png,1,demo/pair/5_6\data_5_208.npy,2,demo/pair/5_6\data_6_540.npy,0.2212010622024536
data\5\208.png,data\6\541.png,1,demo/pair/5_6\data_5_208.npy,2,demo/pair/5_6\data_6_541.npy,0.2171596884727478
data\5\208.png,data\6\311.png,1,demo/pair/5_6\data_5_208.npy,2,demo/pair/5_6\data_6_311.npy,0.24084371328353882
data\5\35.png,data\6\385.png,1,demo/pair/5_6\data_5_35.npy,2,demo/pair/5_6\data_6_385.npy,0.18211090564727783
data\5\35.png,data\6\392.png,1,demo/pair/5_6\data_5_35.npy,2,demo/pair/5_6\data_6_392.npy,0.15783414244651794
data\5\35.png,data\6\540.png,1,demo/pair/5_6\data_5_35.npy,2,demo/pair/5_6\data_6_540.npy,0.13495099544525146
data\5\35.png,data\6\541.png,1,demo/pair/5_6\data_5_35.npy,2,demo/pair/5_6\data_6_541.npy,0.13159576058387756
data\5\35.png,data\6\311.png,1,demo/pair/5_6\data_5_35.npy,2,demo/pair/5_6\data_6_311.npy,0.1964503526687622
