img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\1\27.png,data\5\63.png,1,demo/pair/1_5\data_1_27.npy,2,demo/pair/1_5\data_5_63.npy,0.292262464761734
data\1\27.png,data\5\309.png,1,demo/pair/1_5\data_1_27.npy,2,demo/pair/1_5\data_5_309.npy,0.16832254827022552
data\1\27.png,data\5\35.png,1,demo/pair/1_5\data_1_27.npy,2,demo/pair/1_5\data_5_35.npy,0.28246691823005676
data\1\27.png,data\5\208.png,1,demo/pair/1_5\data_1_27.npy,2,demo/pair/1_5\data_5_208.npy,0.18606404960155487
data\1\27.png,data\5\50.png,1,demo/pair/1_5\data_1_27.npy,2,demo/pair/1_5\data_5_50.npy,0.27111515402793884
data\1\31.png,data\5\63.png,1,demo/pair/1_5\data_1_31.npy,2,demo/pair/1_5\data_5_63.npy,0.3519335985183716
data\1\31.png,data\5\309.png,1,demo/pair/1_5\data_1_31.npy,2,demo/pair/1_5\data_5_309.npy,0.17294134199619293
data\1\31.png,data\5\35.png,1,demo/pair/1_5\data_1_31.npy,2,demo/pair/1_5\data_5_35.npy,0.33656907081604004
data\1\31.png,data\5\208.png,1,demo/pair/1_5\data_1_31.npy,2,demo/pair/1_5\data_5_208.npy,0.22756923735141754
data\1\31.png,data\5\50.png,1,demo/pair/1_5\data_1_31.npy,2,demo/pair/1_5\data_5_50.npy,0.3242841064929962
data\1\107.png,data\5\63.png,1,demo/pair/1_5\data_1_107.npy,2,demo/pair/1_5\data_5_63.npy,0.2835594713687897
data\1\107.png,data\5\309.png,1,demo/pair/1_5\data_1_107.npy,2,demo/pair/1_5\data_5_309.npy,0.23333609104156494
data\1\107.png,data\5\35.png,1,demo/pair/1_5\data_1_107.npy,2,demo/pair/1_5\data_5_35.npy,0.2925179600715637
data\1\107.png,data\5\208.png,1,demo/pair/1_5\data_1_107.npy,2,demo/pair/1_5\data_5_208.npy,0.20272338390350342
data\1\107.png,data\5\50.png,1,demo/pair/1_5\data_1_107.npy,2,demo/pair/1_5\data_5_50.npy,0.26280802488327026
data\1\74.png,data\5\63.png,1,demo/pair/1_5\data_1_74.npy,2,demo/pair/1_5\data_5_63.npy,0.16746237874031067
data\1\74.png,data\5\309.png,1,demo/pair/1_5\data_1_74.npy,2,demo/pair/1_5\data_5_309.npy,0.15605011582374573
data\1\74.png,data\5\35.png,1,demo/pair/1_5\data_1_74.npy,2,demo/pair/1_5\data_5_35.npy,0.19165532290935516
data\1\74.png,data\5\208.png,1,demo/pair/1_5\data_1_74.npy,2,demo/pair/1_5\data_5_208.npy,0.07819882780313492
data\1\74.png,data\5\50.png,1,demo/pair/1_5\data_1_74.npy,2,demo/pair/1_5\data_5_50.npy,0.17455226182937622
data\1\77.png,data\5\63.png,1,demo/pair/1_5\data_1_77.npy,2,demo/pair/1_5\data_5_63.npy,0.14027303457260132
data\1\77.png,data\5\309.png,1,demo/pair/1_5\data_1_77.npy,2,demo/pair/1_5\data_5_309.npy,0.1127590537071228
data\1\77.png,data\5\35.png,1,demo/pair/1_5\data_1_77.npy,2,demo/pair/1_5\data_5_35.npy,0.1728792041540146
data\1\77.png,data\5\208.png,1,demo/pair/1_5\data_1_77.npy,2,demo/pair/1_5\data_5_208.npy,0.0625251904129982
data\1\77.png,data\5\50.png,1,demo/pair/1_5\data_1_77.npy,2,demo/pair/1_5\data_5_50.npy,0.15016528964042664
