img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\7\249.png,data\8\496.png,1,demo/pair/7_8\data_7_249.npy,2,demo/pair/7_8\data_8_496.npy,0.3930433988571167
data\7\249.png,data\8\487.png,1,demo/pair/7_8\data_7_249.npy,2,demo/pair/7_8\data_8_487.npy,0.345731645822525
data\7\249.png,data\8\460.png,1,demo/pair/7_8\data_7_249.npy,2,demo/pair/7_8\data_8_460.npy,0.34145015478134155
data\7\249.png,data\8\408.png,1,demo/pair/7_8\data_7_249.npy,2,demo/pair/7_8\data_8_408.npy,0.3871803879737854
data\7\249.png,data\8\339.png,1,demo/pair/7_8\data_7_249.npy,2,demo/pair/7_8\data_8_339.npy,0.4123154282569885
data\7\358.png,data\8\496.png,1,demo/pair/7_8\data_7_358.npy,2,demo/pair/7_8\data_8_496.npy,0.44871801137924194
data\7\358.png,data\8\487.png,1,demo/pair/7_8\data_7_358.npy,2,demo/pair/7_8\data_8_487.npy,0.4251481890678406
data\7\358.png,data\8\460.png,1,demo/pair/7_8\data_7_358.npy,2,demo/pair/7_8\data_8_460.npy,0.43977826833724976
data\7\358.png,data\8\408.png,1,demo/pair/7_8\data_7_358.npy,2,demo/pair/7_8\data_8_408.npy,0.4661169648170471
data\7\358.png,data\8\339.png,1,demo/pair/7_8\data_7_358.npy,2,demo/pair/7_8\data_8_339.npy,0.440067857503891
data\7\229.png,data\8\496.png,1,demo/pair/7_8\data_7_229.npy,2,demo/pair/7_8\data_8_496.npy,0.4165818691253662
data\7\229.png,data\8\487.png,1,demo/pair/7_8\data_7_229.npy,2,demo/pair/7_8\data_8_487.npy,0.3901960849761963
data\7\229.png,data\8\460.png,1,demo/pair/7_8\data_7_229.npy,2,demo/pair/7_8\data_8_460.npy,0.3915141522884369
data\7\229.png,data\8\408.png,1,demo/pair/7_8\data_7_229.npy,2,demo/pair/7_8\data_8_408.npy,0.43033918738365173
data\7\229.png,data\8\339.png,1,demo/pair/7_8\data_7_229.npy,2,demo/pair/7_8\data_8_339.npy,0.4596308767795563
data\7\402.png,data\8\496.png,1,demo/pair/7_8\data_7_402.npy,2,demo/pair/7_8\data_8_496.npy,0.4504230320453644
data\7\402.png,data\8\487.png,1,demo/pair/7_8\data_7_402.npy,2,demo/pair/7_8\data_8_487.npy,0.43458738923072815
data\7\402.png,data\8\460.png,1,demo/pair/7_8\data_7_402.npy,2,demo/pair/7_8\data_8_460.npy,0.44113239645957947
data\7\402.png,data\8\408.png,1,demo/pair/7_8\data_7_402.npy,2,demo/pair/7_8\data_8_408.npy,0.4729006588459015
data\7\402.png,data\8\339.png,1,demo/pair/7_8\data_7_402.npy,2,demo/pair/7_8\data_8_339.npy,0.4449051320552826
data\7\301.png,data\8\496.png,1,demo/pair/7_8\data_7_301.npy,2,demo/pair/7_8\data_8_496.npy,0.45876073837280273
data\7\301.png,data\8\487.png,1,demo/pair/7_8\data_7_301.npy,2,demo/pair/7_8\data_8_487.npy,0.4384530782699585
data\7\301.png,data\8\460.png,1,demo/pair/7_8\data_7_301.npy,2,demo/pair/7_8\data_8_460.npy,0.4305374026298523
data\7\301.png,data\8\408.png,1,demo/pair/7_8\data_7_301.npy,2,demo/pair/7_8\data_8_408.npy,0.4603494703769684
data\7\301.png,data\8\339.png,1,demo/pair/7_8\data_7_301.npy,2,demo/pair/7_8\data_8_339.npy,0.4618101119995117
