img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\2\169.png,data\6\600.png,1,demo/pair/2_6\data_2_169.npy,2,demo/pair/2_6\data_6_600.npy,0.7917250990867615
data\2\169.png,data\6\561.png,1,demo/pair/2_6\data_2_169.npy,2,demo/pair/2_6\data_6_561.npy,0.7609219551086426
data\2\169.png,data\6\608.png,1,demo/pair/2_6\data_2_169.npy,2,demo/pair/2_6\data_6_608.npy,0.805419921875
data\2\169.png,data\6\541.png,1,demo/pair/2_6\data_2_169.npy,2,demo/pair/2_6\data_6_541.npy,0.8021059036254883
data\2\169.png,data\6\392.png,1,demo/pair/2_6\data_2_169.npy,2,demo/pair/2_6\data_6_392.npy,0.826615571975708
data\2\131.png,data\6\600.png,1,demo/pair/2_6\data_2_131.npy,2,demo/pair/2_6\data_6_600.npy,0.7241711020469666
data\2\131.png,data\6\561.png,1,demo/pair/2_6\data_2_131.npy,2,demo/pair/2_6\data_6_561.npy,0.7117522358894348
data\2\131.png,data\6\608.png,1,demo/pair/2_6\data_2_131.npy,2,demo/pair/2_6\data_6_608.npy,0.7563351392745972
data\2\131.png,data\6\541.png,1,demo/pair/2_6\data_2_131.npy,2,demo/pair/2_6\data_6_541.npy,0.7572620511054993
data\2\131.png,data\6\392.png,1,demo/pair/2_6\data_2_131.npy,2,demo/pair/2_6\data_6_392.npy,0.8248130083084106
data\2\8.png,data\6\600.png,1,demo/pair/2_6\data_2_8.npy,2,demo/pair/2_6\data_6_600.npy,0.699190616607666
data\2\8.png,data\6\561.png,1,demo/pair/2_6\data_2_8.npy,2,demo/pair/2_6\data_6_561.npy,0.6894090175628662
data\2\8.png,data\6\608.png,1,demo/pair/2_6\data_2_8.npy,2,demo/pair/2_6\data_6_608.npy,0.6951804161071777
data\2\8.png,data\6\541.png,1,demo/pair/2_6\data_2_8.npy,2,demo/pair/2_6\data_6_541.npy,0.7145022749900818
data\2\8.png,data\6\392.png,1,demo/pair/2_6\data_2_8.npy,2,demo/pair/2_6\data_6_392.npy,0.6866082549095154
data\2\138.png,data\6\600.png,1,demo/pair/2_6\data_2_138.npy,2,demo/pair/2_6\data_6_600.npy,0.7349215149879456
data\2\138.png,data\6\561.png,1,demo/pair/2_6\data_2_138.npy,2,demo/pair/2_6\data_6_561.npy,0.7125399112701416
data\2\138.png,data\6\608.png,1,demo/pair/2_6\data_2_138.npy,2,demo/pair/2_6\data_6_608.npy,0.7378345727920532
data\2\138.png,data\6\541.png,1,demo/pair/2_6\data_2_138.npy,2,demo/pair/2_6\data_6_541.npy,0.7245913147926331
data\2\138.png,data\6\392.png,1,demo/pair/2_6\data_2_138.npy,2,demo/pair/2_6\data_6_392.npy,0.7969221472740173
data\2\23.png,data\6\600.png,1,demo/pair/2_6\data_2_23.npy,2,demo/pair/2_6\data_6_600.npy,0.6978453993797302
data\2\23.png,data\6\561.png,1,demo/pair/2_6\data_2_23.npy,2,demo/pair/2_6\data_6_561.npy,0.6968355178833008
data\2\23.png,data\6\608.png,1,demo/pair/2_6\data_2_23.npy,2,demo/pair/2_6\data_6_608.npy,0.7187816500663757
data\2\23.png,data\6\541.png,1,demo/pair/2_6\data_2_23.npy,2,demo/pair/2_6\data_6_541.npy,0.7243528366088867
data\2\23.png,data\6\392.png,1,demo/pair/2_6\data_2_23.npy,2,demo/pair/2_6\data_6_392.npy,0.6801322102546692
