img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\10\661.png,data\7\377.png,1,demo/pair/0_7\data_10_661.npy,2,demo/pair/0_7\data_7_377.npy,0.4980548918247223
data\10\661.png,data\7\249.png,1,demo/pair/0_7\data_10_661.npy,2,demo/pair/0_7\data_7_249.npy,0.3857170343399048
data\10\661.png,data\7\334.png,1,demo/pair/0_7\data_10_661.npy,2,demo/pair/0_7\data_7_334.npy,0.4360828399658203
data\10\661.png,data\7\229.png,1,demo/pair/0_7\data_10_661.npy,2,demo/pair/0_7\data_7_229.npy,0.4124549925327301
data\10\661.png,data\7\383.png,1,demo/pair/0_7\data_10_661.npy,2,demo/pair/0_7\data_7_383.npy,0.539649486541748
data\10\623.png,data\7\377.png,1,demo/pair/0_7\data_10_623.npy,2,demo/pair/0_7\data_7_377.npy,0.4618205428123474
data\10\623.png,data\7\249.png,1,demo/pair/0_7\data_10_623.npy,2,demo/pair/0_7\data_7_249.npy,0.37974098324775696
data\10\623.png,data\7\334.png,1,demo/pair/0_7\data_10_623.npy,2,demo/pair/0_7\data_7_334.npy,0.42615416646003723
data\10\623.png,data\7\229.png,1,demo/pair/0_7\data_10_623.npy,2,demo/pair/0_7\data_7_229.npy,0.42607441544532776
data\10\623.png,data\7\383.png,1,demo/pair/0_7\data_10_623.npy,2,demo/pair/0_7\data_7_383.npy,0.47791561484336853
data\10\657.png,data\7\377.png,1,demo/pair/0_7\data_10_657.npy,2,demo/pair/0_7\data_7_377.npy,0.4442683756351471
data\10\657.png,data\7\249.png,1,demo/pair/0_7\data_10_657.npy,2,demo/pair/0_7\data_7_249.npy,0.3624184727668762
data\10\657.png,data\7\334.png,1,demo/pair/0_7\data_10_657.npy,2,demo/pair/0_7\data_7_334.npy,0.3941255807876587
data\10\657.png,data\7\229.png,1,demo/pair/0_7\data_10_657.npy,2,demo/pair/0_7\data_7_229.npy,0.3911488354206085
data\10\657.png,data\7\383.png,1,demo/pair/0_7\data_10_657.npy,2,demo/pair/0_7\data_7_383.npy,0.497471421957016
data\10\659.png,data\7\377.png,1,demo/pair/0_7\data_10_659.npy,2,demo/pair/0_7\data_7_377.npy,0.47705143690109253
data\10\659.png,data\7\249.png,1,demo/pair/0_7\data_10_659.npy,2,demo/pair/0_7\data_7_249.npy,0.3908049762248993
data\10\659.png,data\7\334.png,1,demo/pair/0_7\data_10_659.npy,2,demo/pair/0_7\data_7_334.npy,0.4368286430835724
data\10\659.png,data\7\229.png,1,demo/pair/0_7\data_10_659.npy,2,demo/pair/0_7\data_7_229.npy,0.4147992730140686
data\10\659.png,data\7\383.png,1,demo/pair/0_7\data_10_659.npy,2,demo/pair/0_7\data_7_383.npy,0.5375873446464539
data\10\517.png,data\7\377.png,1,demo/pair/0_7\data_10_517.npy,2,demo/pair/0_7\data_7_377.npy,0.5312371253967285
data\10\517.png,data\7\249.png,1,demo/pair/0_7\data_10_517.npy,2,demo/pair/0_7\data_7_249.npy,0.4514596164226532
data\10\517.png,data\7\334.png,1,demo/pair/0_7\data_10_517.npy,2,demo/pair/0_7\data_7_334.npy,0.485678493976593
data\10\517.png,data\7\229.png,1,demo/pair/0_7\data_10_517.npy,2,demo/pair/0_7\data_7_229.npy,0.4618774652481079
data\10\517.png,data\7\383.png,1,demo/pair/0_7\data_10_517.npy,2,demo/pair/0_7\data_7_383.npy,0.5228701233863831
