img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\6\608.png,data\7\249.png,1,demo/pair/6_7\data_6_608.npy,2,demo/pair/6_7\data_7_249.npy,0.21420466899871826
data\6\608.png,data\7\377.png,1,demo/pair/6_7\data_6_608.npy,2,demo/pair/6_7\data_7_377.npy,0.29103294014930725
data\6\608.png,data\7\334.png,1,demo/pair/6_7\data_6_608.npy,2,demo/pair/6_7\data_7_334.npy,0.3473737835884094
data\6\608.png,data\7\402.png,1,demo/pair/6_7\data_6_608.npy,2,demo/pair/6_7\data_7_402.npy,0.30341941118240356
data\6\608.png,data\7\271.png,1,demo/pair/6_7\data_6_608.npy,2,demo/pair/6_7\data_7_271.npy,0.25331756472587585
data\6\575.png,data\7\249.png,1,demo/pair/6_7\data_6_575.npy,2,demo/pair/6_7\data_7_249.npy,0.2740054726600647
data\6\575.png,data\7\377.png,1,demo/pair/6_7\data_6_575.npy,2,demo/pair/6_7\data_7_377.npy,0.3336576819419861
data\6\575.png,data\7\334.png,1,demo/pair/6_7\data_6_575.npy,2,demo/pair/6_7\data_7_334.npy,0.4167793393135071
data\6\575.png,data\7\402.png,1,demo/pair/6_7\data_6_575.npy,2,demo/pair/6_7\data_7_402.npy,0.3301359713077545
data\6\575.png,data\7\271.png,1,demo/pair/6_7\data_6_575.npy,2,demo/pair/6_7\data_7_271.npy,0.3324568271636963
data\6\392.png,data\7\249.png,1,demo/pair/6_7\data_6_392.npy,2,demo/pair/6_7\data_7_249.npy,0.26513510942459106
data\6\392.png,data\7\377.png,1,demo/pair/6_7\data_6_392.npy,2,demo/pair/6_7\data_7_377.npy,0.3088747560977936
data\6\392.png,data\7\334.png,1,demo/pair/6_7\data_6_392.npy,2,demo/pair/6_7\data_7_334.npy,0.40452924370765686
data\6\392.png,data\7\402.png,1,demo/pair/6_7\data_6_392.npy,2,demo/pair/6_7\data_7_402.npy,0.3207007348537445
data\6\392.png,data\7\271.png,1,demo/pair/6_7\data_6_392.npy,2,demo/pair/6_7\data_7_271.npy,0.3152952790260315
data\6\587.png,data\7\249.png,1,demo/pair/6_7\data_6_587.npy,2,demo/pair/6_7\data_7_249.npy,0.3023095428943634
data\6\587.png,data\7\377.png,1,demo/pair/6_7\data_6_587.npy,2,demo/pair/6_7\data_7_377.npy,0.33943822979927063
data\6\587.png,data\7\334.png,1,demo/pair/6_7\data_6_587.npy,2,demo/pair/6_7\data_7_334.npy,0.41832056641578674
data\6\587.png,data\7\402.png,1,demo/pair/6_7\data_6_587.npy,2,demo/pair/6_7\data_7_402.npy,0.36283254623413086
data\6\587.png,data\7\271.png,1,demo/pair/6_7\data_6_587.npy,2,demo/pair/6_7\data_7_271.npy,0.31533437967300415
data\6\311.png,data\7\249.png,1,demo/pair/6_7\data_6_311.npy,2,demo/pair/6_7\data_7_249.npy,0.2600652277469635
data\6\311.png,data\7\377.png,1,demo/pair/6_7\data_6_311.npy,2,demo/pair/6_7\data_7_377.npy,0.26256322860717773
data\6\311.png,data\7\334.png,1,demo/pair/6_7\data_6_311.npy,2,demo/pair/6_7\data_7_334.npy,0.35179010033607483
data\6\311.png,data\7\402.png,1,demo/pair/6_7\data_6_311.npy,2,demo/pair/6_7\data_7_402.npy,0.2763480246067047
data\6\311.png,data\7\271.png,1,demo/pair/6_7\data_6_311.npy,2,demo/pair/6_7\data_7_271.npy,0.26355862617492676
