img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\7\402.png,data\9\46.png,1,demo/pair/7_9\data_7_402.npy,2,demo/pair/7_9\data_9_46.npy,0.08151521533727646
data\7\402.png,data\9\114.png,1,demo/pair/7_9\data_7_402.npy,2,demo/pair/7_9\data_9_114.npy,0.06658721715211868
data\7\402.png,data\9\49.png,1,demo/pair/7_9\data_7_402.npy,2,demo/pair/7_9\data_9_49.npy,0.07319900393486023
data\7\402.png,data\9\52.png,1,demo/pair/7_9\data_7_402.npy,2,demo/pair/7_9\data_9_52.npy,0.07354950159788132
data\7\402.png,data\9\151.png,1,demo/pair/7_9\data_7_402.npy,2,demo/pair/7_9\data_9_151.npy,0.17916814982891083
data\7\383.png,data\9\46.png,1,demo/pair/7_9\data_7_383.npy,2,demo/pair/7_9\data_9_46.npy,0.0981292724609375
data\7\383.png,data\9\114.png,1,demo/pair/7_9\data_7_383.npy,2,demo/pair/7_9\data_9_114.npy,0.049649678170681
data\7\383.png,data\9\49.png,1,demo/pair/7_9\data_7_383.npy,2,demo/pair/7_9\data_9_49.npy,0.10101735591888428
data\7\383.png,data\9\52.png,1,demo/pair/7_9\data_7_383.npy,2,demo/pair/7_9\data_9_52.npy,0.07960692048072815
data\7\383.png,data\9\151.png,1,demo/pair/7_9\data_7_383.npy,2,demo/pair/7_9\data_9_151.npy,0.14453470706939697
data\7\241.png,data\9\46.png,1,demo/pair/7_9\data_7_241.npy,2,demo/pair/7_9\data_9_46.npy,0.14803054928779602
data\7\241.png,data\9\114.png,1,demo/pair/7_9\data_7_241.npy,2,demo/pair/7_9\data_9_114.npy,0.11709646135568619
data\7\241.png,data\9\49.png,1,demo/pair/7_9\data_7_241.npy,2,demo/pair/7_9\data_9_49.npy,0.13927938044071198
data\7\241.png,data\9\52.png,1,demo/pair/7_9\data_7_241.npy,2,demo/pair/7_9\data_9_52.npy,0.09220629185438156
data\7\241.png,data\9\151.png,1,demo/pair/7_9\data_7_241.npy,2,demo/pair/7_9\data_9_151.npy,0.1751505732536316
data\7\301.png,data\9\46.png,1,demo/pair/7_9\data_7_301.npy,2,demo/pair/7_9\data_9_46.npy,0.13293255865573883
data\7\301.png,data\9\114.png,1,demo/pair/7_9\data_7_301.npy,2,demo/pair/7_9\data_9_114.npy,0.09165467321872711
data\7\301.png,data\9\49.png,1,demo/pair/7_9\data_7_301.npy,2,demo/pair/7_9\data_9_49.npy,0.12998172640800476
data\7\301.png,data\9\52.png,1,demo/pair/7_9\data_7_301.npy,2,demo/pair/7_9\data_9_52.npy,0.0955132320523262
data\7\301.png,data\9\151.png,1,demo/pair/7_9\data_7_301.npy,2,demo/pair/7_9\data_9_151.npy,0.21022439002990723
data\7\334.png,data\9\46.png,1,demo/pair/7_9\data_7_334.npy,2,demo/pair/7_9\data_9_46.npy,0.10835305601358414
data\7\334.png,data\9\114.png,1,demo/pair/7_9\data_7_334.npy,2,demo/pair/7_9\data_9_114.npy,0.08369874209165573
data\7\334.png,data\9\49.png,1,demo/pair/7_9\data_7_334.npy,2,demo/pair/7_9\data_9_49.npy,0.10729308426380157
data\7\334.png,data\9\52.png,1,demo/pair/7_9\data_7_334.npy,2,demo/pair/7_9\data_9_52.npy,0.0869126096367836
data\7\334.png,data\9\151.png,1,demo/pair/7_9\data_7_334.npy,2,demo/pair/7_9\data_9_151.npy,0.21252185106277466
