img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\10\555.png,data\2\138.png,1,demo/pair/0_2\data_10_555.npy,2,demo/pair/0_2\data_2_138.npy,0.19895003736019135
data\10\555.png,data\2\131.png,1,demo/pair/0_2\data_10_555.npy,2,demo/pair/0_2\data_2_131.npy,0.21203947067260742
data\10\555.png,data\2\160.png,1,demo/pair/0_2\data_10_555.npy,2,demo/pair/0_2\data_2_160.npy,0.18134869635105133
data\10\555.png,data\2\195.png,1,demo/pair/0_2\data_10_555.npy,2,demo/pair/0_2\data_2_195.npy,0.24161742627620697
data\10\555.png,data\2\183.png,1,demo/pair/0_2\data_10_555.npy,2,demo/pair/0_2\data_2_183.npy,0.23711510002613068
data\10\661.png,data\2\138.png,1,demo/pair/0_2\data_10_661.npy,2,demo/pair/0_2\data_2_138.npy,0.21493561565876007
data\10\661.png,data\2\131.png,1,demo/pair/0_2\data_10_661.npy,2,demo/pair/0_2\data_2_131.npy,0.21833139657974243
data\10\661.png,data\2\160.png,1,demo/pair/0_2\data_10_661.npy,2,demo/pair/0_2\data_2_160.npy,0.22208186984062195
data\10\661.png,data\2\195.png,1,demo/pair/0_2\data_10_661.npy,2,demo/pair/0_2\data_2_195.npy,0.2594572603702545
data\10\661.png,data\2\183.png,1,demo/pair/0_2\data_10_661.npy,2,demo/pair/0_2\data_2_183.npy,0.2577138841152191
data\10\659.png,data\2\138.png,1,demo/pair/0_2\data_10_659.npy,2,demo/pair/0_2\data_2_138.npy,0.21826429665088654
data\10\659.png,data\2\131.png,1,demo/pair/0_2\data_10_659.npy,2,demo/pair/0_2\data_2_131.npy,0.22070249915122986
data\10\659.png,data\2\160.png,1,demo/pair/0_2\data_10_659.npy,2,demo/pair/0_2\data_2_160.npy,0.21593865752220154
data\10\659.png,data\2\195.png,1,demo/pair/0_2\data_10_659.npy,2,demo/pair/0_2\data_2_195.npy,0.2648131847381592
data\10\659.png,data\2\183.png,1,demo/pair/0_2\data_10_659.npy,2,demo/pair/0_2\data_2_183.npy,0.257571816444397
data\10\572.png,data\2\138.png,1,demo/pair/0_2\data_10_572.npy,2,demo/pair/0_2\data_2_138.npy,0.19498811662197113
data\10\572.png,data\2\131.png,1,demo/pair/0_2\data_10_572.npy,2,demo/pair/0_2\data_2_131.npy,0.21202807128429413
data\10\572.png,data\2\160.png,1,demo/pair/0_2\data_10_572.npy,2,demo/pair/0_2\data_2_160.npy,0.19666016101837158
data\10\572.png,data\2\195.png,1,demo/pair/0_2\data_10_572.npy,2,demo/pair/0_2\data_2_195.npy,0.25139787793159485
data\10\572.png,data\2\183.png,1,demo/pair/0_2\data_10_572.npy,2,demo/pair/0_2\data_2_183.npy,0.23320521414279938
data\10\641.png,data\2\138.png,1,demo/pair/0_2\data_10_641.npy,2,demo/pair/0_2\data_2_138.npy,0.22047199308872223
data\10\641.png,data\2\131.png,1,demo/pair/0_2\data_10_641.npy,2,demo/pair/0_2\data_2_131.npy,0.22811219096183777
data\10\641.png,data\2\160.png,1,demo/pair/0_2\data_10_641.npy,2,demo/pair/0_2\data_2_160.npy,0.20865072309970856
data\10\641.png,data\2\195.png,1,demo/pair/0_2\data_10_641.npy,2,demo/pair/0_2\data_2_195.npy,0.26320508122444153
data\10\641.png,data\2\183.png,1,demo/pair/0_2\data_10_641.npy,2,demo/pair/0_2\data_2_183.npy,0.2438049167394638
