img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\4\117.png,data\6\587.png,1,demo/pair/4_6\data_4_117.npy,2,demo/pair/4_6\data_6_587.npy,0.20371505618095398
data\4\117.png,data\6\575.png,1,demo/pair/4_6\data_4_117.npy,2,demo/pair/4_6\data_6_575.npy,0.21334175765514374
data\4\117.png,data\6\392.png,1,demo/pair/4_6\data_4_117.npy,2,demo/pair/4_6\data_6_392.npy,0.21371160447597504
data\4\117.png,data\6\600.png,1,demo/pair/4_6\data_4_117.npy,2,demo/pair/4_6\data_6_600.npy,0.19294391572475433
data\4\117.png,data\6\541.png,1,demo/pair/4_6\data_4_117.npy,2,demo/pair/4_6\data_6_541.npy,0.18201769888401031
data\4\44.png,data\6\587.png,1,demo/pair/4_6\data_4_44.npy,2,demo/pair/4_6\data_6_587.npy,0.13332237303256989
data\4\44.png,data\6\575.png,1,demo/pair/4_6\data_4_44.npy,2,demo/pair/4_6\data_6_575.npy,0.1267642080783844
data\4\44.png,data\6\392.png,1,demo/pair/4_6\data_4_44.npy,2,demo/pair/4_6\data_6_392.npy,0.15499792993068695
data\4\44.png,data\6\600.png,1,demo/pair/4_6\data_4_44.npy,2,demo/pair/4_6\data_6_600.npy,0.12173870205879211
data\4\44.png,data\6\541.png,1,demo/pair/4_6\data_4_44.npy,2,demo/pair/4_6\data_6_541.npy,0.10565289855003357
data\4\10.png,data\6\587.png,1,demo/pair/4_6\data_4_10.npy,2,demo/pair/4_6\data_6_587.npy,0.13678884506225586
data\4\10.png,data\6\575.png,1,demo/pair/4_6\data_4_10.npy,2,demo/pair/4_6\data_6_575.npy,0.10619498789310455
data\4\10.png,data\6\392.png,1,demo/pair/4_6\data_4_10.npy,2,demo/pair/4_6\data_6_392.npy,0.11935574561357498
data\4\10.png,data\6\600.png,1,demo/pair/4_6\data_4_10.npy,2,demo/pair/4_6\data_6_600.npy,0.12409111857414246
data\4\10.png,data\6\541.png,1,demo/pair/4_6\data_4_10.npy,2,demo/pair/4_6\data_6_541.npy,0.10465095937252045
data\4\189.png,data\6\587.png,1,demo/pair/4_6\data_4_189.npy,2,demo/pair/4_6\data_6_587.npy,0.27132365107536316
data\4\189.png,data\6\575.png,1,demo/pair/4_6\data_4_189.npy,2,demo/pair/4_6\data_6_575.npy,0.25766441226005554
data\4\189.png,data\6\392.png,1,demo/pair/4_6\data_4_189.npy,2,demo/pair/4_6\data_6_392.npy,0.25523579120635986
data\4\189.png,data\6\600.png,1,demo/pair/4_6\data_4_189.npy,2,demo/pair/4_6\data_6_600.npy,0.25698938965797424
data\4\189.png,data\6\541.png,1,demo/pair/4_6\data_4_189.npy,2,demo/pair/4_6\data_6_541.npy,0.24156039953231812
data\4\32.png,data\6\587.png,1,demo/pair/4_6\data_4_32.npy,2,demo/pair/4_6\data_6_587.npy,0.15627136826515198
data\4\32.png,data\6\575.png,1,demo/pair/4_6\data_4_32.npy,2,demo/pair/4_6\data_6_575.npy,0.13922549784183502
data\4\32.png,data\6\392.png,1,demo/pair/4_6\data_4_32.npy,2,demo/pair/4_6\data_6_392.npy,0.20050184428691864
data\4\32.png,data\6\600.png,1,demo/pair/4_6\data_4_32.npy,2,demo/pair/4_6\data_6_600.npy,0.16265751421451569
data\4\32.png,data\6\541.png,1,demo/pair/4_6\data_4_32.npy,2,demo/pair/4_6\data_6_541.npy,0.14446903765201569
