img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\5\326.png,data\8\367.png,1,demo/pair/5_8\data_5_326.npy,2,demo/pair/5_8\data_8_367.npy,0.8041887283325195
data\5\326.png,data\8\372.png,1,demo/pair/5_8\data_5_326.npy,2,demo/pair/5_8\data_8_372.npy,0.7884544730186462
data\5\326.png,data\8\408.png,1,demo/pair/5_8\data_5_326.npy,2,demo/pair/5_8\data_8_408.npy,0.8223226070404053
data\5\326.png,data\8\336.png,1,demo/pair/5_8\data_5_326.npy,2,demo/pair/5_8\data_8_336.npy,0.8754100799560547
data\5\326.png,data\8\392.png,1,demo/pair/5_8\data_5_326.npy,2,demo/pair/5_8\data_8_392.npy,0.8755601048469543
data\5\208.png,data\8\367.png,1,demo/pair/5_8\data_5_208.npy,2,demo/pair/5_8\data_8_367.npy,0.837672770023346
data\5\208.png,data\8\372.png,1,demo/pair/5_8\data_5_208.npy,2,demo/pair/5_8\data_8_372.npy,0.8378728032112122
data\5\208.png,data\8\408.png,1,demo/pair/5_8\data_5_208.npy,2,demo/pair/5_8\data_8_408.npy,0.8670710921287537
data\5\208.png,data\8\336.png,1,demo/pair/5_8\data_5_208.npy,2,demo/pair/5_8\data_8_336.npy,0.9051989912986755
data\5\208.png,data\8\392.png,1,demo/pair/5_8\data_5_208.npy,2,demo/pair/5_8\data_8_392.npy,0.8335416316986084
data\5\139.png,data\8\367.png,1,demo/pair/5_8\data_5_139.npy,2,demo/pair/5_8\data_8_367.npy,0.8219726085662842
data\5\139.png,data\8\372.png,1,demo/pair/5_8\data_5_139.npy,2,demo/pair/5_8\data_8_372.npy,0.8145164847373962
data\5\139.png,data\8\408.png,1,demo/pair/5_8\data_5_139.npy,2,demo/pair/5_8\data_8_408.npy,0.836305558681488
data\5\139.png,data\8\336.png,1,demo/pair/5_8\data_5_139.npy,2,demo/pair/5_8\data_8_336.npy,0.8739094734191895
data\5\139.png,data\8\392.png,1,demo/pair/5_8\data_5_139.npy,2,demo/pair/5_8\data_8_392.npy,0.8105855584144592
data\5\50.png,data\8\367.png,1,demo/pair/5_8\data_5_50.npy,2,demo/pair/5_8\data_8_367.npy,0.6937500834465027
data\5\50.png,data\8\372.png,1,demo/pair/5_8\data_5_50.npy,2,demo/pair/5_8\data_8_372.npy,0.6920227408409119
data\5\50.png,data\8\408.png,1,demo/pair/5_8\data_5_50.npy,2,demo/pair/5_8\data_8_408.npy,0.7066122889518738
data\5\50.png,data\8\336.png,1,demo/pair/5_8\data_5_50.npy,2,demo/pair/5_8\data_8_336.npy,0.7468479871749878
data\5\50.png,data\8\392.png,1,demo/pair/5_8\data_5_50.npy,2,demo/pair/5_8\data_8_392.npy,0.6838297247886658
data\5\309.png,data\8\367.png,1,demo/pair/5_8\data_5_309.npy,2,demo/pair/5_8\data_8_367.npy,0.617315411567688
data\5\309.png,data\8\372.png,1,demo/pair/5_8\data_5_309.npy,2,demo/pair/5_8\data_8_372.npy,0.6255078315734863
data\5\309.png,data\8\408.png,1,demo/pair/5_8\data_5_309.npy,2,demo/pair/5_8\data_8_408.npy,0.6232495307922363
data\5\309.png,data\8\336.png,1,demo/pair/5_8\data_5_309.npy,2,demo/pair/5_8\data_8_336.npy,0.6508843302726746
data\5\309.png,data\8\392.png,1,demo/pair/5_8\data_5_309.npy,2,demo/pair/5_8\data_8_392.npy,0.6112836599349976
