img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\6\541.png,data\8\496.png,1,demo/pair/6_8\data_6_541.npy,2,demo/pair/6_8\data_8_496.npy,0.3356904089450836
data\6\541.png,data\8\460.png,1,demo/pair/6_8\data_6_541.npy,2,demo/pair/6_8\data_8_460.npy,0.3185765743255615
data\6\541.png,data\8\392.png,1,demo/pair/6_8\data_6_541.npy,2,demo/pair/6_8\data_8_392.npy,0.31448787450790405
data\6\541.png,data\8\372.png,1,demo/pair/6_8\data_6_541.npy,2,demo/pair/6_8\data_8_372.npy,0.30220815539360046
data\6\541.png,data\8\367.png,1,demo/pair/6_8\data_6_541.npy,2,demo/pair/6_8\data_8_367.npy,0.2930993139743805
data\6\385.png,data\8\496.png,1,demo/pair/6_8\data_6_385.npy,2,demo/pair/6_8\data_8_496.npy,0.3127262592315674
data\6\385.png,data\8\460.png,1,demo/pair/6_8\data_6_385.npy,2,demo/pair/6_8\data_8_460.npy,0.32518598437309265
data\6\385.png,data\8\392.png,1,demo/pair/6_8\data_6_385.npy,2,demo/pair/6_8\data_8_392.npy,0.32973697781562805
data\6\385.png,data\8\372.png,1,demo/pair/6_8\data_6_385.npy,2,demo/pair/6_8\data_8_372.npy,0.3317054212093353
data\6\385.png,data\8\367.png,1,demo/pair/6_8\data_6_385.npy,2,demo/pair/6_8\data_8_367.npy,0.3218896985054016
data\6\587.png,data\8\496.png,1,demo/pair/6_8\data_6_587.npy,2,demo/pair/6_8\data_8_496.npy,0.3412494361400604
data\6\587.png,data\8\460.png,1,demo/pair/6_8\data_6_587.npy,2,demo/pair/6_8\data_8_460.npy,0.3294796049594879
data\6\587.png,data\8\392.png,1,demo/pair/6_8\data_6_587.npy,2,demo/pair/6_8\data_8_392.npy,0.318451851606369
data\6\587.png,data\8\372.png,1,demo/pair/6_8\data_6_587.npy,2,demo/pair/6_8\data_8_372.npy,0.3002606928348541
data\6\587.png,data\8\367.png,1,demo/pair/6_8\data_6_587.npy,2,demo/pair/6_8\data_8_367.npy,0.28966546058654785
data\6\600.png,data\8\496.png,1,demo/pair/6_8\data_6_600.npy,2,demo/pair/6_8\data_8_496.npy,0.3093012273311615
data\6\600.png,data\8\460.png,1,demo/pair/6_8\data_6_600.npy,2,demo/pair/6_8\data_8_460.npy,0.2911945581436157
data\6\600.png,data\8\392.png,1,demo/pair/6_8\data_6_600.npy,2,demo/pair/6_8\data_8_392.npy,0.2847203314304352
data\6\600.png,data\8\372.png,1,demo/pair/6_8\data_6_600.npy,2,demo/pair/6_8\data_8_372.npy,0.283805251121521
data\6\600.png,data\8\367.png,1,demo/pair/6_8\data_6_600.npy,2,demo/pair/6_8\data_8_367.npy,0.27402177453041077
data\6\608.png,data\8\496.png,1,demo/pair/6_8\data_6_608.npy,2,demo/pair/6_8\data_8_496.npy,0.3220016360282898
data\6\608.png,data\8\460.png,1,demo/pair/6_8\data_6_608.npy,2,demo/pair/6_8\data_8_460.npy,0.3098466694355011
data\6\608.png,data\8\392.png,1,demo/pair/6_8\data_6_608.npy,2,demo/pair/6_8\data_8_392.npy,0.3053171932697296
data\6\608.png,data\8\372.png,1,demo/pair/6_8\data_6_608.npy,2,demo/pair/6_8\data_8_372.npy,0.30501869320869446
data\6\608.png,data\8\367.png,1,demo/pair/6_8\data_6_608.npy,2,demo/pair/6_8\data_8_367.npy,0.2972002327442169
