img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\10\661.png,data\9\114.png,1,demo/pair/0_9\data_10_661.npy,2,demo/pair/0_9\data_9_114.npy,-0.0022651213221251965
data\10\661.png,data\9\218.png,1,demo/pair/0_9\data_10_661.npy,2,demo/pair/0_9\data_9_218.npy,0.08484996855258942
data\10\661.png,data\9\151.png,1,demo/pair/0_9\data_10_661.npy,2,demo/pair/0_9\data_9_151.npy,0.11222268640995026
data\10\661.png,data\9\29.png,1,demo/pair/0_9\data_10_661.npy,2,demo/pair/0_9\data_9_29.npy,0.056908026337623596
data\10\661.png,data\9\49.png,1,demo/pair/0_9\data_10_661.npy,2,demo/pair/0_9\data_9_49.npy,0.10548702627420425
data\10\623.png,data\9\114.png,1,demo/pair/0_9\data_10_623.npy,2,demo/pair/0_9\data_9_114.npy,0.050240594893693924
data\10\623.png,data\9\218.png,1,demo/pair/0_9\data_10_623.npy,2,demo/pair/0_9\data_9_218.npy,0.10610710829496384
data\10\623.png,data\9\151.png,1,demo/pair/0_9\data_10_623.npy,2,demo/pair/0_9\data_9_151.npy,0.11049256473779678
data\10\623.png,data\9\29.png,1,demo/pair/0_9\data_10_623.npy,2,demo/pair/0_9\data_9_29.npy,0.09744828194379807
data\10\623.png,data\9\49.png,1,demo/pair/0_9\data_10_623.npy,2,demo/pair/0_9\data_9_49.npy,0.08093016594648361
data\10\657.png,data\9\114.png,1,demo/pair/0_9\data_10_657.npy,2,demo/pair/0_9\data_9_114.npy,-0.01735011674463749
data\10\657.png,data\9\218.png,1,demo/pair/0_9\data_10_657.npy,2,demo/pair/0_9\data_9_218.npy,0.0624827966094017
data\10\657.png,data\9\151.png,1,demo/pair/0_9\data_10_657.npy,2,demo/pair/0_9\data_9_151.npy,0.10093066096305847
data\10\657.png,data\9\29.png,1,demo/pair/0_9\data_10_657.npy,2,demo/pair/0_9\data_9_29.npy,0.03940042853355408
data\10\657.png,data\9\49.png,1,demo/pair/0_9\data_10_657.npy,2,demo/pair/0_9\data_9_49.npy,0.06571842730045319
data\10\517.png,data\9\114.png,1,demo/pair/0_9\data_10_517.npy,2,demo/pair/0_9\data_9_114.npy,0.06880821287631989
data\10\517.png,data\9\218.png,1,demo/pair/0_9\data_10_517.npy,2,demo/pair/0_9\data_9_218.npy,0.1336735039949417
data\10\517.png,data\9\151.png,1,demo/pair/0_9\data_10_517.npy,2,demo/pair/0_9\data_9_151.npy,0.15064510703086853
data\10\517.png,data\9\29.png,1,demo/pair/0_9\data_10_517.npy,2,demo/pair/0_9\data_9_29.npy,0.11918910592794418
data\10\517.png,data\9\49.png,1,demo/pair/0_9\data_10_517.npy,2,demo/pair/0_9\data_9_49.npy,0.11207132041454315
data\10\641.png,data\9\114.png,1,demo/pair/0_9\data_10_641.npy,2,demo/pair/0_9\data_9_114.npy,0.08535940200090408
data\10\641.png,data\9\218.png,1,demo/pair/0_9\data_10_641.npy,2,demo/pair/0_9\data_9_218.npy,0.15188519656658173
data\10\641.png,data\9\151.png,1,demo/pair/0_9\data_10_641.npy,2,demo/pair/0_9\data_9_151.npy,0.15332452952861786
data\10\641.png,data\9\29.png,1,demo/pair/0_9\data_10_641.npy,2,demo/pair/0_9\data_9_29.npy,0.11261475831270218
data\10\641.png,data\9\49.png,1,demo/pair/0_9\data_10_641.npy,2,demo/pair/0_9\data_9_49.npy,0.12720920145511627
