img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\5\176.png,data\7\334.png,1,demo/pair/5_7\data_5_176.npy,2,demo/pair/5_7\data_7_334.npy,0.391766220331192
data\5\176.png,data\7\229.png,1,demo/pair/5_7\data_5_176.npy,2,demo/pair/5_7\data_7_229.npy,0.42837414145469666
data\5\176.png,data\7\377.png,1,demo/pair/5_7\data_5_176.npy,2,demo/pair/5_7\data_7_377.npy,0.42089301347732544
data\5\176.png,data\7\249.png,1,demo/pair/5_7\data_5_176.npy,2,demo/pair/5_7\data_7_249.npy,0.35933807492256165
data\5\176.png,data\7\358.png,1,demo/pair/5_7\data_5_176.npy,2,demo/pair/5_7\data_7_358.npy,0.40426674485206604
data\5\50.png,data\7\334.png,1,demo/pair/5_7\data_5_50.npy,2,demo/pair/5_7\data_7_334.npy,0.2901099920272827
data\5\50.png,data\7\229.png,1,demo/pair/5_7\data_5_50.npy,2,demo/pair/5_7\data_7_229.npy,0.3382706046104431
data\5\50.png,data\7\377.png,1,demo/pair/5_7\data_5_50.npy,2,demo/pair/5_7\data_7_377.npy,0.3133064806461334
data\5\50.png,data\7\249.png,1,demo/pair/5_7\data_5_50.npy,2,demo/pair/5_7\data_7_249.npy,0.3025386333465576
data\5\50.png,data\7\358.png,1,demo/pair/5_7\data_5_50.npy,2,demo/pair/5_7\data_7_358.npy,0.28344208002090454
data\5\146.png,data\7\334.png,1,demo/pair/5_7\data_5_146.npy,2,demo/pair/5_7\data_7_334.npy,0.39688485860824585
data\5\146.png,data\7\229.png,1,demo/pair/5_7\data_5_146.npy,2,demo/pair/5_7\data_7_229.npy,0.4434247612953186
data\5\146.png,data\7\377.png,1,demo/pair/5_7\data_5_146.npy,2,demo/pair/5_7\data_7_377.npy,0.4495560824871063
data\5\146.png,data\7\249.png,1,demo/pair/5_7\data_5_146.npy,2,demo/pair/5_7\data_7_249.npy,0.39536985754966736
data\5\146.png,data\7\358.png,1,demo/pair/5_7\data_5_146.npy,2,demo/pair/5_7\data_7_358.npy,0.41208988428115845
data\5\139.png,data\7\334.png,1,demo/pair/5_7\data_5_139.npy,2,demo/pair/5_7\data_7_334.npy,0.4021797776222229
data\5\139.png,data\7\229.png,1,demo/pair/5_7\data_5_139.npy,2,demo/pair/5_7\data_7_229.npy,0.4551984965801239
data\5\139.png,data\7\377.png,1,demo/pair/5_7\data_5_139.npy,2,demo/pair/5_7\data_7_377.npy,0.4622757136821747
data\5\139.png,data\7\249.png,1,demo/pair/5_7\data_5_139.npy,2,demo/pair/5_7\data_7_249.npy,0.4001163840293884
data\5\139.png,data\7\358.png,1,demo/pair/5_7\data_5_139.npy,2,demo/pair/5_7\data_7_358.npy,0.41798681020736694
data\5\63.png,data\7\334.png,1,demo/pair/5_7\data_5_63.npy,2,demo/pair/5_7\data_7_334.npy,0.312042772769928
data\5\63.png,data\7\229.png,1,demo/pair/5_7\data_5_63.npy,2,demo/pair/5_7\data_7_229.npy,0.35192883014678955
data\5\63.png,data\7\377.png,1,demo/pair/5_7\data_5_63.npy,2,demo/pair/5_7\data_7_377.npy,0.33094272017478943
data\5\63.png,data\7\249.png,1,demo/pair/5_7\data_5_63.npy,2,demo/pair/5_7\data_7_249.npy,0.29489681124687195
data\5\63.png,data\7\358.png,1,demo/pair/5_7\data_5_63.npy,2,demo/pair/5_7\data_7_358.npy,0.3112744688987732
