img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\3\260.png,data\9\70.png,1,demo/pair/3_9\data_3_260.npy,2,demo/pair/3_9\data_9_70.npy,0.2024306356906891
data\3\260.png,data\9\46.png,1,demo/pair/3_9\data_3_260.npy,2,demo/pair/3_9\data_9_46.npy,0.20029641687870026
data\3\260.png,data\9\29.png,1,demo/pair/3_9\data_3_260.npy,2,demo/pair/3_9\data_9_29.npy,0.16885660588741302
data\3\260.png,data\9\151.png,1,demo/pair/3_9\data_3_260.npy,2,demo/pair/3_9\data_9_151.npy,0.3596692681312561
data\3\260.png,data\9\218.png,1,demo/pair/3_9\data_3_260.npy,2,demo/pair/3_9\data_9_218.npy,0.2246336042881012
data\3\308.png,data\9\70.png,1,demo/pair/3_9\data_3_308.npy,2,demo/pair/3_9\data_9_70.npy,0.2090609073638916
data\3\308.png,data\9\46.png,1,demo/pair/3_9\data_3_308.npy,2,demo/pair/3_9\data_9_46.npy,0.2397850900888443
data\3\308.png,data\9\29.png,1,demo/pair/3_9\data_3_308.npy,2,demo/pair/3_9\data_9_29.npy,0.1764015257358551
data\3\308.png,data\9\151.png,1,demo/pair/3_9\data_3_308.npy,2,demo/pair/3_9\data_9_151.npy,0.3474755883216858
data\3\308.png,data\9\218.png,1,demo/pair/3_9\data_3_308.npy,2,demo/pair/3_9\data_9_218.npy,0.24822041392326355
data\3\284.png,data\9\70.png,1,demo/pair/3_9\data_3_284.npy,2,demo/pair/3_9\data_9_70.npy,0.17339825630187988
data\3\284.png,data\9\46.png,1,demo/pair/3_9\data_3_284.npy,2,demo/pair/3_9\data_9_46.npy,0.1762320101261139
data\3\284.png,data\9\29.png,1,demo/pair/3_9\data_3_284.npy,2,demo/pair/3_9\data_9_29.npy,0.13796095550060272
data\3\284.png,data\9\151.png,1,demo/pair/3_9\data_3_284.npy,2,demo/pair/3_9\data_9_151.npy,0.35199612379074097
data\3\284.png,data\9\218.png,1,demo/pair/3_9\data_3_284.npy,2,demo/pair/3_9\data_9_218.npy,0.21515238285064697
data\3\239.png,data\9\70.png,1,demo/pair/3_9\data_3_239.npy,2,demo/pair/3_9\data_9_70.npy,0.20677225291728973
data\3\239.png,data\9\46.png,1,demo/pair/3_9\data_3_239.npy,2,demo/pair/3_9\data_9_46.npy,0.2274761199951172
data\3\239.png,data\9\29.png,1,demo/pair/3_9\data_3_239.npy,2,demo/pair/3_9\data_9_29.npy,0.18072335422039032
data\3\239.png,data\9\151.png,1,demo/pair/3_9\data_3_239.npy,2,demo/pair/3_9\data_9_151.npy,0.36665114760398865
data\3\239.png,data\9\218.png,1,demo/pair/3_9\data_3_239.npy,2,demo/pair/3_9\data_9_218.npy,0.2308664470911026
data\3\279.png,data\9\70.png,1,demo/pair/3_9\data_3_279.npy,2,demo/pair/3_9\data_9_70.npy,0.176289364695549
data\3\279.png,data\9\46.png,1,demo/pair/3_9\data_3_279.npy,2,demo/pair/3_9\data_9_46.npy,0.18584172427654266
data\3\279.png,data\9\29.png,1,demo/pair/3_9\data_3_279.npy,2,demo/pair/3_9\data_9_29.npy,0.14655224978923798
data\3\279.png,data\9\151.png,1,demo/pair/3_9\data_3_279.npy,2,demo/pair/3_9\data_9_151.npy,0.34771251678466797
data\3\279.png,data\9\218.png,1,demo/pair/3_9\data_3_279.npy,2,demo/pair/3_9\data_9_218.npy,0.2124774008989334
